Date,Time,Voltage1,Current1 ,Status1,BAT %,,
7/7/2025,23:05:00,67.08,3.09,Charging,,,
7/7/2025,23:05:07,67.15,3.13,Charging,,,
7/7/2025,23:05:13,67.15,3.09,Charging,,,
7/7/2025,23:05:21,67.1,3.08,Charging,,,
7/7/2025,23:05:28,67.12,3.12,Charging,,,
7/7/2025,23:05:37,67.14,3.07,Charging,,,
7/7/2025,23:05:42,67.11,3.09,Charging,,,
7/7/2025,23:05:49,67.1,3.11,Charging,,,
7/7/2025,23:05:57,67.14,3.1,Charging,,,
7/7/2025,23:06:04,67.15,3.09,Charging,,,
7/7/2025,23:06:10,67.15,3.1,Charging,,,
7/7/2025,23:06:16,67.17,3.12,Charging,,,
7/7/2025,23:06:22,67.15,3.09,Charging,,,
7/7/2025,23:06:31,67.18,3.09,Charging,,,
7/7/2025,23:06:37,67.16,3.02,Charging,,,
7/7/2025,23:06:44,67.18,3.08,Charging,,,
7/7/2025,23:06:52,67.2,3.11,Charging,,,
7/7/2025,23:06:59,67.18,3.09,Charging,,,
7/7/2025,23:07:07,67.2,3.02,Charging,,,
7/7/2025,23:07:14,67.2,3.1,Charging,,,
7/7/2025,23:07:24,67.14,3.11,Charging,,,
7/7/2025,23:07:28,67.18,3.09,Charging,,,
7/7/2025,23:07:34,67.22,3.1,Charging,,,
7/7/2025,23:07:42,67.19,3.07,Charging,,,
7/7/2025,23:07:46,67.19,3.09,Charging,,,
7/7/2025,23:07:53,67.22,3.06,Charging,,,
7/7/2025,23:07:58,67.16,3.08,Charging,,,
7/7/2025,23:08:06,67.19,3.09,Charging,,,
7/7/2025,23:08:12,67.19,3.06,Charging,,,
7/7/2025,23:08:17,67.21,3.05,Charging,,,
7/7/2025,23:08:23,67.22,3.09,Charging,,,
7/7/2025,23:08:29,67.19,3.09,Charging,,,
7/7/2025,23:08:36,67.17,3.11,Charging,,,
7/7/2025,23:08:44,67.25,3.05,Charging,,,
7/7/2025,23:08:48,67.22,3.11,Charging,,,
7/7/2025,23:08:54,67.23,3.07,Charging,,,
7/7/2025,23:09:01,67.23,3.08,Charging,,,
7/7/2025,23:09:07,67.22,3.09,Charging,,,
7/7/2025,23:09:14,67.23,3.06,Charging,,,
7/7/2025,23:09:21,67.24,3.1,Charging,,,
7/7/2025,23:09:27,67.23,3.08,Charging,,,
7/7/2025,23:09:33,67.24,3.07,Charging,,,
7/7/2025,23:09:44,67.24,3.09,Charging,,,
7/7/2025,23:09:45,67.27,3.1,Charging,,,
,,,,,,,
7/7/2025,23:09:49,67.23,3.12,Charging,,,
7/7/2025,23:09:55,67.23,3.11,Charging,,,
7/7/2025,23:10:04,67.17,3.1,Charging,,,
7/7/2025,23:10:11,67.27,3.1,Charging,,,
7/7/2025,23:10:17,67.25,3.08,Charging,,,
7/7/2025,23:10:22,67.23,3.13,Charging,,,
7/7/2025,23:10:28,67.3,3.1,Charging,,,
7/7/2025,23:10:34,67.28,3.05,Charging,,,
7/7/2025,23:10:40,67.21,3.09,Charging,,,
7/7/2025,23:10:46,67.25,3.11,Charging,,,
7/7/2025,23:10:52,67.24,3.07,Charging,,,
7/7/2025,23:10:58,67.23,3.1,Charging,,,
7/7/2025,23:11:05,67.29,3.09,Charging,,,
7/7/2025,23:11:11,67.23,3.13,Charging,,,
7/7/2025,23:11:18,67.26,3.1,Charging,,,
7/7/2025,23:11:24,67.29,3.11,Charging,,,
7/7/2025,23:11:29,67.24,3.08,Charging,,,
7/7/2025,23:11:35,67.2,3.11,Charging,,,
7/7/2025,23:11:42,67.23,3.09,Charging,,,
7/7/2025,23:11:47,67.22,3.09,Charging,,,
7/7/2025,23:11:53,67.29,3.12,Charging,,,
7/7/2025,23:11:58,67.27,3.06,Charging,,,
7/7/2025,23:12:03,67.26,3.1,Charging,,,
7/7/2025,23:12:10,67.27,3.09,Charging,,,
7/7/2025,23:12:15,67.23,3.12,Charging,,,
7/7/2025,23:12:22,67.25,3.09,Charging,,,
7/7/2025,23:12:28,67.27,3.11,Charging,,,
7/7/2025,23:12:34,67.26,3.09,Charging,,,
7/7/2025,23:12:39,67.26,3.04,Charging,,,
7/7/2025,23:12:44,67.25,3.08,Charging,,,
7/7/2025,23:12:49,67.27,3.07,Charging,,,
7/7/2025,23:12:55,67.28,3.11,Charging,,,
7/7/2025,23:13:00,67.26,3.08,Charging,,,
7/7/2025,23:13:05,67.27,3.14,Charging,,,
7/7/2025,23:13:11,67.28,3.09,Charging,,,
7/7/2025,23:13:16,67.26,3.07,Charging,,,
7/7/2025,23:13:21,67.3,3.08,Charging,,,
7/7/2025,23:13:27,67.27,3.06,Charging,,,
7/7/2025,23:13:33,67.28,3.1,Charging,,,
7/7/2025,23:13:41,67.28,3.12,Charging,,,
7/7/2025,23:13:46,67.34,3.07,Charging,,,
7/7/2025,23:13:52,67.28,3.08,Charging,,,
7/7/2025,23:13:58,67.3,3.02,Charging,,,
7/7/2025,23:14:05,67.3,3.08,Charging,,,
7/7/2025,23:14:11,67.32,3.12,Charging,,,
7/7/2025,23:14:16,67.3,3.1,Charging,,,
7/7/2025,23:14:23,67.35,3.1,Charging,,,
7/7/2025,23:14:29,67.33,3.12,Charging,,,
7/7/2025,23:14:37,66.64,0,Idle,,,
7/7/2025,23:14:42,66.53,0,Idle,,,
7/7/2025,23:14:48,28.53,0,Idle,,,
7/7/2025,23:14:54,66.41,0,Idle,,,
7/7/2025,23:15:00,66.36,0,Idle,,,
7/7/2025,23:15:05,66.32,0,Idle,,,
7/7/2025,23:15:10,66.29,0,Idle,,,
7/7/2025,23:15:15,66.25,0,Idle,,,
7/7/2025,23:15:21,66.22,0,Idle,,,
7/7/2025,23:15:26,66.21,0,Idle,,,
7/7/2025,23:15:32,66.18,0,Idle,,,
7/7/2025,23:15:39,66.21,0,Idle,,,
7/7/2025,23:15:45,66.19,0,Idle,,,
7/7/2025,23:15:50,66.17,0,Idle,,,
7/7/2025,23:15:56,66.16,0,Idle,,,
7/7/2025,23:16:01,66.14,0,Idle,,,
7/7/2025,23:16:07,28.39,0,Idle,,,
7/7/2025,23:16:12,28.39,0,Idle,,,
7/7/2025,23:16:17,28.4,0,Idle,,,
7/7/2025,23:16:23,66.19,0,Idle,,,
7/7/2025,23:16:31,28.39,0,Idle,,,
7/7/2025,23:16:37,66.12,0,Idle,,,
7/7/2025,23:16:43,28.39,0,Idle,,,
7/7/2025,23:16:47,28.39,0,Idle,,,
7/7/2025,23:16:54,28.39,0,Idle,,,
7/7/2025,23:16:59,66.16,0,Idle,,,
7/7/2025,23:17:04,66.16,0,Idle,,,
7/7/2025,23:17:10,66.15,0,Idle,,,
7/7/2025,23:17:15,66.15,0,Idle,,,
7/7/2025,23:17:21,66.13,0,Idle,,,
7/7/2025,23:17:26,66.11,0,Idle,,,
7/7/2025,23:17:32,66.09,0,Idle,,,
7/7/2025,23:17:37,66.08,0,Idle,,,
7/7/2025,23:17:42,28.37,0,Idle,,,
7/7/2025,23:17:47,28.37,0,Idle,,,
7/7/2025,23:17:53,66.14,0,Idle,,,
7/7/2025,23:17:58,66.13,0,Idle,,,
7/7/2025,23:18:04,66.13,0,Idle,,,
7/7/2025,23:18:09,66.13,0,Idle,,,
7/7/2025,23:18:16,66.11,0,Idle,,,
7/7/2025,23:18:22,66.12,0,Idle,,,
7/7/2025,23:18:27,66.11,0,Idle,,,
7/7/2025,23:18:33,66.09,0,Idle,,,
7/7/2025,23:18:38,66.07,0,Idle,,,
7/7/2025,23:18:43,66.06,0,Idle,,,
7/7/2025,23:18:48,66.01,0,Idle,,,
7/7/2025,23:18:53,28.37,0,Idle,,,
7/7/2025,23:18:58,28.38,0,Idle,,,
7/7/2025,23:19:04,66.11,0,Idle,,,
7/7/2025,23:19:10,66.1,0,Idle,,,
7/7/2025,23:19:16,66.1,0,Idle,,,
7/7/2025,23:19:23,66.1,0,Idle,,,
7/7/2025,23:19:27,66.1,0,Idle,,,
7/7/2025,23:19:32,66.09,0,Idle,,,
7/7/2025,23:19:39,66.09,0,Idle,,,
7/7/2025,23:19:44,66.08,0,Idle,,,
7/7/2025,23:19:50,66.07,0,Idle,,,
7/7/2025,23:19:56,66.75,2.99,Charging,,,
7/7/2025,23:20:01,66.94,3.06,Charging,,,
7/7/2025,23:20:07,66.92,3.06,Charging,,,
7/7/2025,23:20:12,67.03,3.04,Charging,,,
7/7/2025,23:20:18,67.06,3.07,Charging,,,
7/7/2025,23:20:24,67.09,3.08,Charging,,,
7/7/2025,23:20:30,67.14,3.11,Charging,,,
7/7/2025,23:20:37,67.16,3.06,Charging,,,
7/7/2025,23:20:43,67.14,3.09,Charging,,,
7/7/2025,23:20:50,67.21,3.12,Charging,,,
7/7/2025,23:20:55,67.23,3.05,Charging,,,
7/7/2025,23:21:01,67.21,3.1,Charging,,,
7/7/2025,23:21:07,67.22,3.09,Charging,,,
7/7/2025,23:21:14,67.26,3.09,Charging,,,
7/7/2025,23:21:20,67.23,3.08,Charging,,,
7/7/2025,23:21:25,67.27,3.08,Charging,,,
7/7/2025,23:21:31,67.28,3.07,Charging,,,
7/7/2025,23:21:36,67.28,3.06,Charging,,,
7/7/2025,23:21:41,67.21,3.09,Charging,,,
7/7/2025,23:21:47,67.31,3.09,Charging,,,
7/7/2025,23:21:52,67.26,3.11,Charging,,,
7/7/2025,23:21:59,67.28,3.05,Charging,,,
7/7/2025,23:22:04,67.33,3.12,Charging,,,
7/7/2025,23:22:09,67.31,3.09,Charging,,,
7/7/2025,23:22:16,67.28,3.11,Charging,,,
7/7/2025,23:22:21,67.33,3.13,Charging,,,
7/7/2025,23:22:27,67.27,3.11,Charging,,,
7/7/2025,23:22:33,67.33,3.06,Charging,,,
7/7/2025,23:22:39,67.34,3.12,Charging,,,
7/7/2025,23:22:45,67.33,3.09,Charging,,,
7/7/2025,23:22:50,67.33,3.03,Charging,,,
7/7/2025,23:22:57,67.36,3.09,Charging,,,
7/7/2025,23:23:05,67.37,3.12,Charging,,,
7/7/2025,23:23:12,67.34,3.1,Charging,,,
7/7/2025,23:23:19,67.35,3.04,Charging,,,
7/7/2025,23:23:26,67.36,3.1,Charging,,,
7/7/2025,23:23:32,67.3,3.09,Charging,,,
7/7/2025,23:23:38,67.37,3.1,Charging,,,
7/7/2025,23:23:43,67.38,3.08,Charging,,,
7/7/2025,23:23:49,67.4,3.09,Charging,,,
7/7/2025,23:23:55,67.38,3.09,Charging,,,
7/7/2025,23:24:01,67.36,3.11,Charging,,,
7/7/2025,23:24:07,67.37,3.09,Charging,,,
7/7/2025,23:24:12,67.36,3.02,Charging,,,
7/7/2025,23:24:18,67.38,3.08,Charging,,,
7/7/2025,23:24:23,67.38,3.11,Charging,,,
7/7/2025,23:24:30,67.42,3.01,Charging,,,
7/7/2025,23:24:35,67.37,3.05,Charging,,,
7/7/2025,23:24:41,67.38,3.1,Charging,,,
7/7/2025,23:24:46,67.36,3.11,Charging,,,
7/7/2025,23:24:51,67.36,3.07,Charging,,,
7/7/2025,23:24:58,67.33,3.11,Charging,,,
7/7/2025,23:25:03,67.34,3.11,Charging,,,
7/7/2025,23:25:08,-0.01,0,Idle,,,
7/7/2025,23:25:14,0,0,Idle,,,
7/7/2025,23:25:19,66.44,0,Idle,,,
7/7/2025,23:25:25,67.15,2.95,Charging,,,
7/7/2025,23:25:31,67.27,3.07,Charging,,,
7/7/2025,23:25:36,67.31,3.11,Charging,,,
7/7/2025,23:25:41,67.29,3.12,Charging,,,
7/7/2025,23:25:46,67.29,3.13,Charging,,,
7/7/2025,23:25:53,67.36,3.08,Charging,,,
7/7/2025,23:25:58,67.33,3.07,Charging,,,
7/7/2025,23:26:04,67.36,3.09,Charging,,,
7/7/2025,23:26:09,67.31,3.08,Charging,,,
7/7/2025,23:26:15,67.35,3.1,Charging,,,
7/7/2025,23:26:21,67.38,3.12,Charging,,,
7/7/2025,23:26:28,67.39,3.12,Charging,,,
7/7/2025,23:26:33,67.37,3.11,Charging,,,
7/7/2025,23:26:39,67.39,3.08,Charging,,,
7/7/2025,23:26:46,67.38,3.13,Charging,,,
7/7/2025,23:26:53,67.38,3.1,Charging,,,
7/7/2025,23:27:01,67.44,3.11,Charging,,,
7/7/2025,23:27:07,67.4,3.12,Charging,,,
7/7/2025,23:27:13,67.37,3.08,Charging,,,
7/7/2025,23:27:18,67.43,3.1,Charging,,,
7/7/2025,23:27:23,67.35,3.09,Charging,,,
7/7/2025,23:27:29,67.45,3.09,Charging,,,
7/7/2025,23:27:34,67.36,3.09,Charging,,,
7/7/2025,23:27:41,67.42,3.11,Charging,,,
7/7/2025,23:27:46,67.43,3.11,Charging,,,
7/7/2025,23:27:51,67.4,3.09,Charging,,,
7/7/2025,23:27:57,67.42,3.08,Charging,,,
7/7/2025,23:28:03,67.43,3.08,Charging,,,
7/7/2025,23:28:08,67.42,3.1,Charging,,,
7/7/2025,23:28:14,67.41,3.12,Charging,,,
7/7/2025,23:28:21,67.4,3.02,Charging,,,
7/7/2025,23:28:28,67.46,3.09,Charging,,,
7/7/2025,23:28:33,67.42,3.09,Charging,,,
7/7/2025,23:28:38,67.44,3.05,Charging,,,
7/7/2025,23:28:43,67.46,3.1,Charging,,,
7/7/2025,23:28:49,67.47,3.1,Charging,,,
7/7/2025,23:28:54,67.43,3.09,Charging,,,
7/7/2025,23:29:01,67.4,3.13,Charging,,,
7/7/2025,23:29:07,67.37,3.11,Charging,,,
7/7/2025,23:29:12,67.41,3.12,Charging,,,
7/7/2025,23:29:18,67.46,3.09,Charging,,,
7/7/2025,23:29:23,67.43,3.11,Charging,,,
7/7/2025,23:29:28,67.46,3.08,Charging,,,
7/7/2025,23:29:35,67.41,3.1,Charging,,,
7/7/2025,23:29:41,67.46,3.12,Charging,,,
7/7/2025,23:29:49,67.44,3.11,Charging,,,
7/7/2025,23:29:53,67.45,3.12,Charging,,,
7/7/2025,23:30:00,67.47,3.12,Charging,,,
7/7/2025,23:30:05,67.43,3.1,Charging,,,
7/7/2025,23:30:12,67.4,3.1,Charging,,,
7/7/2025,23:30:18,67.46,3.11,Charging,,,
7/7/2025,23:30:24,67.43,3.1,Charging,,,
7/7/2025,23:30:33,67.43,3.05,Charging,,,
7/7/2025,23:30:38,67.44,3.08,Charging,,,
7/7/2025,23:30:46,67.47,3.12,Charging,,,
7/7/2025,23:30:53,67.4,3.08,Charging,,,
7/7/2025,23:30:58,67.41,3.1,Charging,,,
7/7/2025,23:31:08,67.43,3.1,Charging,,,
7/7/2025,23:31:14,67.47,3.08,Charging,,,
7/7/2025,23:31:22,67.46,3.1,Charging,,,
7/7/2025,23:31:29,67.5,3.13,Charging,,,
7/7/2025,23:31:35,67.45,3.09,Charging,,,
7/7/2025,23:31:43,67.42,3.1,Charging,,,
7/7/2025,23:31:51,67.44,3.11,Charging,,,
7/7/2025,23:31:59,67.45,3.06,Charging,,,
7/7/2025,23:32:06,67.48,3.12,Charging,,,
7/7/2025,23:32:11,67.45,3.13,Charging,,,
7/7/2025,23:32:19,67.46,3.1,Charging,,,
7/7/2025,23:32:24,67.48,3.1,Charging,,,
7/7/2025,23:32:29,67.47,3.14,Charging,,,
7/7/2025,23:32:39,67.46,3.12,Charging,,,
7/7/2025,23:32:43,67.44,3.08,Charging,,,
7/7/2025,23:32:52,67.46,3.11,Charging,,,
7/7/2025,23:32:58,67.46,3.08,Charging,,,
7/7/2025,23:33:04,67.48,3.14,Charging,,,
7/7/2025,23:33:12,67.47,3.1,Charging,,,
7/7/2025,23:33:19,67.45,3.15,Charging,,,
7/7/2025,23:33:27,67.46,3.1,Charging,,,
7/7/2025,23:33:34,67.48,3.11,Charging,,,
7/7/2025,23:33:40,67.51,3.11,Charging,,,
7/7/2025,23:33:47,67.46,3.09,Charging,,,
7/7/2025,23:33:55,67.46,3.1,Charging,,,
7/7/2025,23:34:01,67.49,3.13,Charging,,,
7/7/2025,23:34:08,67.5,3.12,Charging,,,
7/7/2025,23:34:13,67.45,3.13,Charging,,,
7/7/2025,23:34:20,67.45,3.09,Charging,,,
7/7/2025,23:34:28,67.43,3.09,Charging,,,
7/7/2025,23:34:34,67.44,3.1,Charging,,,
7/7/2025,23:34:40,67.47,3.12,Charging,,,
7/7/2025,23:34:46,67.49,3.12,Charging,,,
7/7/2025,23:34:52,67.49,3.12,Charging,,,
7/7/2025,23:34:58,67.44,3.13,Charging,,,
7/7/2025,23:35:06,67.44,3.11,Charging,,,
7/7/2025,23:35:11,67.49,3.1,Charging,,,
7/7/2025,23:35:16,67.49,3.12,Charging,,,
7/7/2025,23:35:24,67.49,3.08,Charging,,,
7/7/2025,23:35:29,67.47,3.11,Charging,,,
7/7/2025,23:35:34,67.51,3.13,Charging,,,
7/7/2025,23:35:41,67.49,3.04,Charging,,,
7/7/2025,23:35:48,67.49,3.09,Charging,,,
7/7/2025,23:35:54,67.51,3.08,Charging,,,
7/7/2025,23:35:59,67.48,3.11,Charging,,,
7/7/2025,23:36:05,67.49,3.08,Charging,,,
7/7/2025,23:36:10,67.49,3.12,Charging,,,
7/7/2025,23:36:15,67.47,3.08,Charging,,,
7/7/2025,23:36:21,67.48,3.14,Charging,,,
7/7/2025,23:36:26,67.47,3.09,Charging,,,
7/7/2025,23:36:32,67.49,3.08,Charging,,,
7/7/2025,23:36:38,67.51,3.13,Charging,,,
7/7/2025,23:36:43,67.49,3.11,Charging,,,
7/7/2025,23:36:49,67.51,3.07,Charging,,,
7/7/2025,23:36:54,67.47,3.14,Charging,,,
7/7/2025,23:37:00,67.49,3.05,Charging,,,
7/7/2025,23:37:05,67.5,3.09,Charging,,,
7/7/2025,23:37:10,67.49,3.08,Charging,,,
7/7/2025,23:37:17,67.49,3.1,Charging,,,
7/7/2025,23:37:23,67.46,3.1,Charging,,,
7/7/2025,23:37:29,67.49,3.04,Charging,,,
7/7/2025,23:37:35,67.48,3.11,Charging,,,
7/7/2025,23:37:43,67.48,3.12,Charging,,,
7/7/2025,23:37:51,67.44,3.1,Charging,,,
7/7/2025,23:37:56,67.49,3.12,Charging,,,
7/7/2025,23:38:02,67.49,3.1,Charging,,,
7/7/2025,23:38:08,67.48,3.1,Charging,,,
7/7/2025,23:38:16,67.45,3.12,Charging,,,
7/7/2025,23:38:21,67.48,3.1,Charging,,,
7/7/2025,23:38:30,67.51,3.1,Charging,,,
7/7/2025,23:38:36,67.51,3.11,Charging,,,
7/7/2025,23:38:41,67.45,3.12,Charging,,,
7/7/2025,23:38:46,67.5,3.14,Charging,,,
7/7/2025,23:38:51,67.5,3.13,Charging,,,
7/7/2025,23:38:58,67.46,3.12,Charging,,,
7/7/2025,23:39:04,67.51,3.13,Charging,,,
7/7/2025,23:39:10,67.55,3.11,Charging,,,
7/7/2025,23:39:16,67.5,3.11,Charging,,,
7/7/2025,23:39:22,67.51,3.14,Charging,,,
7/7/2025,23:39:27,67.51,3.02,Charging,,,
7/7/2025,23:39:34,67.52,3.07,Charging,,,
7/7/2025,23:39:40,67.45,3.12,Charging,,,
7/7/2025,23:39:45,67.51,3.11,Charging,,,
7/7/2025,23:39:50,67.51,3.13,Charging,,,
7/7/2025,23:39:58,67.5,3.08,Charging,,,
7/7/2025,23:40:03,67.44,3.11,Charging,,,
7/7/2025,23:40:09,67.48,3.11,Charging,,,
7/7/2025,23:40:14,67.52,3.08,Charging,,,
7/7/2025,23:40:19,67.51,3.12,Charging,,,
7/7/2025,23:40:27,67.47,3.1,Charging,,,
7/7/2025,23:40:32,67.46,3.09,Charging,,,
7/7/2025,23:40:38,67.5,3.12,Charging,,,
7/7/2025,23:40:45,67.5,3.15,Charging,,,
7/7/2025,23:40:50,67.52,3.07,Charging,,,
7/7/2025,23:40:55,67.53,3.07,Charging,,,
7/7/2025,23:41:00,67.53,3.04,Charging,,,
7/7/2025,23:41:06,67.51,3.14,Charging,,,
7/7/2025,23:41:13,67.48,3.12,Charging,,,
7/7/2025,23:41:19,67.51,3.11,Charging,,,
7/7/2025,23:41:25,67.43,3.12,Charging,,,
7/7/2025,23:41:31,67.5,3.04,Charging,,,
7/7/2025,23:41:37,67.49,3.12,Charging,,,
7/7/2025,23:41:44,67.49,3.09,Charging,,,
7/7/2025,23:41:51,67.52,3.06,Charging,,,
7/7/2025,23:41:56,67.46,3.11,Charging,,,
7/7/2025,23:42:01,67.5,3.07,Charging,,,
7/7/2025,23:42:09,67.51,3.13,Charging,,,
7/7/2025,23:42:15,67.5,3.06,Charging,,,
7/7/2025,23:42:21,67.49,3.06,Charging,,,
7/7/2025,23:42:27,67.48,3.11,Charging,,,
7/7/2025,23:42:35,67.51,3.12,Charging,,,
7/7/2025,23:42:40,67.55,3.07,Charging,,,
7/7/2025,23:42:46,67.51,3.1,Charging,,,
7/7/2025,23:42:51,67.49,3.12,Charging,,,
7/7/2025,23:42:57,67.49,3.08,Charging,,,
7/7/2025,23:43:02,67.51,3.06,Charging,,,
7/7/2025,23:43:07,67.5,3.06,Charging,,,
7/7/2025,23:43:12,67.49,3.06,Charging,,,
7/7/2025,23:43:20,67.51,3.09,Charging,,,
7/7/2025,23:43:26,67.51,3.11,Charging,,,
7/7/2025,23:43:31,67.49,3.11,Charging,,,
7/7/2025,23:43:37,67.48,3.07,Charging,,,
7/7/2025,23:43:42,67.51,3.1,Charging,,,
7/7/2025,23:43:51,67.48,3.11,Charging,,,
7/7/2025,23:43:55,67.45,3.13,Charging,,,
7/7/2025,23:44:01,67.49,3.08,Charging,,,
7/7/2025,23:44:08,67.5,3.08,Charging,,,
7/7/2025,23:44:15,67.43,3.09,Charging,,,
7/7/2025,23:44:22,67.5,3.06,Charging,,,
7/7/2025,23:44:27,67.49,3.12,Charging,,,
7/7/2025,23:44:33,67.51,3.09,Charging,,,
7/7/2025,23:44:39,67.51,3.1,Charging,,,
7/7/2025,23:44:44,67.49,3.11,Charging,,,
7/7/2025,23:44:50,67.56,3.12,Charging,,,
7/7/2025,23:44:55,67.56,3.07,Charging,,,
7/7/2025,23:45:01,67.5,3.08,Charging,,,
7/7/2025,23:45:07,67.51,3.12,Charging,,,
7/7/2025,23:45:12,67.52,3.11,Charging,,,
7/7/2025,23:45:18,67.52,3.12,Charging,,,
7/7/2025,23:45:24,67.49,3.16,Charging,,,
7/7/2025,23:45:29,67.49,3.09,Charging,,,
7/7/2025,23:45:37,67.54,3.1,Charging,,,
7/7/2025,23:45:41,67.54,3.14,Charging,,,
7/7/2025,23:45:47,67.53,3.06,Charging,,,
7/7/2025,23:45:52,67.51,3.09,Charging,,,
7/7/2025,23:45:58,67.57,3.1,Charging,,,
7/7/2025,23:46:04,67.51,3.11,Charging,,,
7/7/2025,23:46:10,67.53,3.13,Charging,,,
7/7/2025,23:46:16,67.55,3.05,Charging,,,
7/7/2025,23:46:22,67.52,3.1,Charging,,,
7/7/2025,23:46:27,67.53,3.08,Charging,,,
7/7/2025,23:46:33,67.51,3.06,Charging,,,
7/7/2025,23:46:38,67.49,3.07,Charging,,,
7/7/2025,23:46:46,67.52,3.1,Charging,,,
7/7/2025,23:46:50,67.52,3.11,Charging,,,
7/7/2025,23:46:56,67.54,3.11,Charging,,,
7/7/2025,23:47:01,67.49,3.09,Charging,,,
7/7/2025,23:47:07,67.51,3.11,Charging,,,
7/7/2025,23:47:13,67.48,3.14,Charging,,,
7/7/2025,23:47:18,67.51,3.08,Charging,,,
7/7/2025,23:47:23,67.53,3.09,Charging,,,
7/7/2025,23:47:28,67.5,3.11,Charging,,,
7/7/2025,23:47:34,67.5,3.15,Charging,,,
7/7/2025,23:47:39,67.44,3.12,Charging,,,
7/7/2025,23:47:45,67.53,3.11,Charging,,,
7/7/2025,23:47:50,67.53,3.11,Charging,,,
7/7/2025,23:47:56,67.52,3.06,Charging,,,
7/7/2025,23:48:02,67.5,3.13,Charging,,,
7/7/2025,23:48:08,67.53,3.08,Charging,,,
7/7/2025,23:48:14,67.51,3.11,Charging,,,
